nama_tempat,user,review,rating
unknown location,Angga Erlina Fattah,"Laut dan ombaknya luar biasa, sayang di bibir pantai banyak potongan kayu ukuran kecil, sedang sampai yg sebesar drum, kebayang kalau bawa anak main air harus tambah hati hati nya",2
unknown location,rifaldi andrian,Pantainya bersih,5
unknown location,Eka wr,"Pasir nya Putih banget,deburan ombak menyegarkan lumayan jauh tempat nya",5
unknown location,Dwi Rino,Pantai paling terkenal d Krui,5
unknown location,Supri_Aconk,"Menurut saya t4 ini cocok banget kalo buat refresing ..pantai & ombaknya bagus..
Yg kurang saya sukai banyak sampah di sekitar pantai inii.. …",3
unknown location,Mini Devi,"Tempat yang asik untuk liburan keluarga dan teman .
Rekomendasi banget",5
unknown location,Fenta Vestiti Liyya,tempat favorite. bermain pasir atau menunggu sunset di senja hari yang begitu indah.love🌊🌊 …,4
unknown location,Frenki Suwandi,"Masih alami, kotornya hanya kotor daun bukan sampah plastik",5
unknown location,ELZHIVAGO TABAQJAYA,Berbenah menjadi destinasi wisatawan mancanegara terutama surfer...👌👍 …,5
unknown location,Andre Pierre,sayang banyak sampah.. starting point to Pulau Pisang,5
unknown location,zudha ari,"Pantai bersih, sayangnya kurang mushola dan tempat bilas,",4
unknown location,Pipin Oktariani,"ombak ny besar sekali, dermaga ny sdh mulai jelek, butuh perbaikan",5
unknown location,Isma Ifeh,"Pantai nya bagus, indah..pemandangannya oke..",5
unknown location,Reksiana Septiningrum,"Balik berkunjung lagi setelah beberapa belas tahun. Labuhan Jukung jauh lebih rapi, lebih ramai dan cantik. Semoga selalu terjaga kebersihannya walaupun pengunjungnya semakin banyak, pedagangnya semakin banyak.",5
unknown location,Iyos Rahman,"Panorama pantai yg indsh,ombaknya cocok utk yg hobi berselancar",5
unknown location,rayen josa nugraha,Labuhan jukung krui.adalah pusat pariwisata pesisir barat krui,5
unknown location,Deni Irawan,"Pengalaman pertama kesini, dengan keluarga, cukup keren tempatnya, suasana pandemi jadi sedikit sepi, suasana pantai dengan suara deburan ombak yang riuh...angin kenceng... Mungkin kalau sedikit ditata wahana nya akan jadi lebih baik lagi",4
unknown location,Tata Martha,Tempat tongkrongan anak muda. Biaya masuk gratis,5
unknown location,FikriFauzan18,Baguss pantai nya,5
unknown location,Medy Ardianto,"Tempat wisata yg indah dan bagus di lampung
Bali nya lampung",5
unknown location,rissanti “Eka” Saputri,"Lautnya indah, ombaknya ok bgt buat surfing, pantainya bersih.. 👍 …",5
unknown location,Soerya Tjandra,"Tempat nyaman untuk bersantai bersama keluarga, tidak ada biaya masuk hanya biaya parkir kendaraan saja. air laut yang jernih dan dasar pantai ny di tumbuhi rumput laut menambah sejuk pemandangan mata, semoga dapat terjaga selalu kondisi pantai nya, agar bisa selalu dinikmati hingga anak cucu kita nanti.",5
unknown location,Sunarto Sunarto,"Pantai dengan pasir putih, sayang kotor dan kurang terawat",3
unknown location,Anugrah Yuyut Lesmana,"Labuhan Jukung Krui, Pesisir Barat, Lampung. tempat bagus, perlu dukungan penuh dari pemerintah daerah setempat",4
unknown location,Ephan Yulisandi,"Rame bingits sayang lagi di tutup karena pandemi
meski di tutup yang dateng rame",5
unknown location,lingga rahma,sangat indah pantai nya 😁 …,5
unknown location,Ahmad Fauzi,Tempat santai sambil menunggu sunset.,5
unknown location,Budi Hartono,Ya bagus sih melapaskan penat dipikiran,5
unknown location,Agus Widodo (GROSIR kasur busa inoac),Cocok untuk Anda yang ingin refreshing dan surfing,5
unknown location,Alfis Syahril,"Jauh sudah pasti pekara jarak tpi,tpi rindu seseoranng tdak mengenal jauh atau jarak",5
unknown location,Bambang Supriyatno,"Feb sampai Agustus setiap tahun, pasti banyak Turis Asing Berkunjung,, Coz Ombak nya di bln tersebut sedang bagus dan menantang
Masuk Urutan 3Dunia Ombak nya …",5
unknown location,Tegar Adiwijaya,Perlu lebih dirapikan dan dibersihkan,4
unknown location,Retno Setiarini,"Perjalanan yang keren, masuk gratis pantainya pun indah bersih",5
unknown location,Afanijar Ilmawati,"Untuk jd tempat wisata yg nyaman, kedepannya harus dibersihkan sampah2 yg berada disekitar pantai, dbuat tpt sampah khusus tempat duduk istirahat juga dbuat senyaman mungkin disediakan jg pilihan makan dan minum. Semoga klo ke labuhan jukung krui lagi sdh ada perubahan yg lebih baik.",3
unknown location,Patih Aprizal,"Pelabuhan Jukung secara geografis satu lokasi dengan pantai Jukung.
Pesona pantai yang indah namun tidak  diperkenankan untuk berenang, sebab pantai ini terhubung langsung dengam Samudera Hindia/Indonesia. …",5
unknown location,Muhamad Mardiansyah,"Bintang lima untuk seputar krui y jng d bandingkan dg daerah yg lain.
Kalo main ke krui terus nyari pantai buat foto mainlah ke pantai ini krn ad beberapa spot foto. …",5
unknown location,Ronzie Fe (Ronzie),"Petunjuk parkir kurang jelas, jadi membingungkan, bus besar tidak bisa masuk, jadi tamu harua jalan kaki kira2 200meter menuju naik kapal untuk ke pulau pisang.",4
unknown location,Asep Saputra,Salah satu destinasi wisata pantai yang wajib dikunjungi di krui,5
unknown location,Abdul Azis,"Pantai nya bersih,cuma di parkiran masih banyak yg ga peduli kebersihan.sangat disayangkan
Semoga pengembang nya bisa memperbaiki juga menambah fasilitas lain seperti kebersihan, hiburan,lahan parkir sama pos keamanan nya",5
unknown location,Haliza Nur Fadhila,"Pantainya Indah, sejuk.
ombaknya ga ngegulung kita.jadi bisa main Agak ke tengah. beda Jauh sama parangtritis,kalo parangtritis ombaknya besar besar Dan nge gulung kita Dari tengah Di seret jauh ke pinggir pantai terus diseret lagi ke tengah lautan .",5
unknown location,Ta Ry,Bagusssss...tapi kurang terawat terlalu banyak sampah di labuhan jukung ...tapi cocok untuk menanti sunset...tentuuu... Sangat tenang...diharapkan kedepannya lebih bisa dijaga kebersihannya...,4
unknown location,Padlon Hidayat,Cukup menarik utk liburan akhir thn,5
unknown location,Info Delta Muster Tour & Travel,Pantai dengan ombak yang lumayan buat yang hobi selancar,4
unknown location,Risdianto Parahat,Perlu kesadaran pengunjung untuk menjaga kebersihan pantai,5
unknown location,Fah Rina,"Pantai di pesisir barat sumatera. Banyak yg surfing krn ombaknya emang bagus. Akses kesana sdh lumayan, dkt dr jalan lintas Sumatera. Tp sayang fasilitas kurang dirawat. Tulisan labuhan jukung dah gak lengkap hurufnya",4
unknown location,Dika Apriyanto,"Pantainnya sangatlah indah nyaman dan bersih, pantainya sangatlah cocok untuk berselancar karena ombaknya besar dan berhadapan langsung dengan lautan lepas, banyak touris lokal maupun mancan negara yang berkunjung di sini cocok bagi anda do jadikan destinasi wisata yang hobi selancar",5
unknown location,YATI ADVAN,"Pantai ny luar biasa kereeen.deru ombak end kejernihan air ny,membuat terumbu karang jd terlihat jelas dr permukaan laut.",5
unknown location,dian Taufikul Khofid,Tempat yg bagus dan 1 lagi gratis,5
unknown location,Kezia Julia,"Airnya kotor, banyak sampah di pinggir pantai, prosedur perahu buat nyebrang belum disediakan pelampung dan fasilitas pengelolaan pantai minim dari pemerintah",1
unknown location,Adun Kwece,Buat yang suka pantai tempat ini cocok.  Buat surfing bisa sih.  Ombaknya lumayan gede. Buat masuknya gratis.  Fasiltas umumnya juga lumayan kok.  WC mushola ada.,4
unknown location,BN Rudie,"Tempatnya bagus, Pokoknya Rekomendet banget dah, buat liburan keluarga, saudara atau pasangan. Tempatnya bedara di seputaran perkotaan dan pusat perbelanjaan,Warga sekitar juga ramah tamah, Dan yang pasti GRATIS biaya masuk KECUALI Kang Parkit.",5
unknown location,Anggun Aji Saputra,"Tempat wisata favorit nih, kalau sore rame terus, apalagi hati besar. Susnset jelas banget, ombak mantap, pantai bersih dan banyak tempat dudukan yg teduh pepohonan",4
unknown location,gentong 006 official,"Tak mengira ternyata lampung punya destinasi wisata yang oke.....paairnta putih lembut,airnya jernih,pantainya bersih tak heran banyak turis asing bersurfing disini....layak jadi Bali nya Sumatra",5
unknown location,simple adia,"Pantai terkenal di pesisir barat selain pantai tanjung setia. Ada tulisan labuhan jukung krui di pinggir pantainya. Hanya saja pengunjung kurang kesadaran akan sampah, sehingga lumayan ada sampah berserakan di pinggir pantai.  Termasuk tempat rekomendasi untuk surfing juga.",5
unknown location,Roli Yanto,Rileks,5
unknown location,agus widagdo,Bagus tapi kebersihannya kurang,4
unknown location,yossi desember,ombaknya gede banget .bagus buat rekreasi .liburan bareng keluarga .dari kotabumi ke sini sekitar 5 jam lewat liwa.jalanan bagus .banyak kelokan tajam .mesti ekstra hati2 .banyak jurang solnya,5
unknown location,DadsBoss Africos,Plabuhan yg bagus sayang di rusak sama orang yg otaknya rusak,5
unknown location,AUTO suspension,"Tempat nya bersih,,parkir dan tiket masuh murah ,harga makanan ,jajanan setandart murah terjangkau ,orangnya ramah ramah ,,cuma rute jalanya lumayan seruu 👌👌 …",5
unknown location,Kasyoto,"Pantai yang sangat indah rasa tidak ingin pulang kalo udah kesini, tapi sangat di sayangkan pantainya mulai kotor, pasilitas juga sudah muali rusak dan tidak ada perbaikan dari dinas yang berkaitan.",5
unknown location,Taruna Dharma,"Pantainya bagus, tapi dirusak oleh Pondasi Plaza.
Mungkin mau dibuat tempat fhoto hanya pembuatannya yg lakukan pemborosan dana dan hasilnya tak bermanfaat, bahkan sebaliknya merusak keindahan Pantai",3
unknown location,Andang Prihatin,Pemandangan pantai dan laut nya ibdah seperti di Bali,4
unknown location,novian smkn2,Pantai yang indah dan deburan ombak yang besar,5
unknown location,Martianminbooy,Bagus pantainya tapi banyak sampah,3
unknown location,Nat Nat,"Saya hanya ingin menyampaikan opini saja, saat ini pantai kalo masuk bayar, walaupun bayar tidak seberapa tapi jika tempat makanan seperti itu ya sepi pelnggan, sebaiknya d buatlah pujasera yg benar2 bagus modern ala cafe biar menarik …",1
unknown location,Bang Jealik,"Ini adalah tempat wisata,di sini pantai nya menakjubkan sekali,di pantai ini kita bisa menyaksikan pemandangan alam yg menakjubkan pantainya indah di kelilingi gunung bukit bukitan yg exotis,di pantai ini juga kita bisa menyaksikan surfing baik tourist manca negara dan para peselancar lokal ""Amazing"" 🇮🇩 Ija mit krui***** …",5
unknown location,강혜기,"Tempatnya bagus, tapi ada banyak sampah-sampah kayu jadi agak khawatir waktu jalan di pasir tanpa alas kaki.
Ombaknya besar, airnya alhamdulillah masih jernih. 👍👍👍 …",4
unknown location,Aisyah Aura Putri Ramadhani,Pantai Labuha jukung sangat bagus untuk bersantai dan menikmati sunsett yg sangat bagus serta bsa bermain pantai dengan ombak yg sangat baguss,5
unknown location,Komang Bonatama,Pasir nya halus dan bersih,5
unknown location,sigit wibowo,Pantainya bersih dan gratis brooooooo,4
unknown location,putera saburai,"Perlu pembenahan, karena bangunan yg ada sdh bnyk yg rusak, pantai jg kotor, perlu campur tangan Pemda setempat, untuk view cukup indah",3
unknown location,War Dance,Pantai labuhan jukung krui merupakan salah satu pantai yang berada di pkrui pesisir barat. Letaknya tidak jauh dari pusat pemerintahan daerah pesisir barat. Ombaknya yang bagus dapat digunakan untuk berselancar menjadikan tempat favorit para turis yang berkunjung ke pesisir barat,4
unknown location,Andini Tunnisa,"Good view, tempatnya mudah di jangkau, lumayan bersih, pasirnya masih putih, pantainya tidak begitu ramai. Hope someday I'll come back again.",5
unknown location,Irawan Krui,Disinilah tempat liburan yang sangat pas,5
unknown location,nurjannah atman,Pantainya asyikk buat liburan dg keluarga,5
unknown location,Harlika,"memiliki pantai yang bersih dan sering di kunjungi oleh wisatawan domestik dan internasional, menjadi pusat berkumpu warga dalam menghabisakan waktu di petang hari dan sangat cocok untuk bersantai",5
unknown location,aris hadiansyah,Pantai yang indah. Kalau cuaca bagus bakal menemukan indahnya air laut. Buat peselancar ini memang tepat. Jangan berenang di area tanda bahaya,5
unknown location,SadX Student,harga tiket di karcis 3ribu di tariknya 10ribu,3
unknown location,Ajeng Liwa,"Labuhan jukung dengan panorama laut yang tak terbatas keindahannya, membuat hati sekeluarga ingin selalu berkunjung dan bersantai di tepi pantai yg beralaakan pasir yg bersih......",1
unknown location,Azhar Mustofa,Baru pertama kali ke Labuhan Jukung Krui ternyata bagus banget gak beda sama yang ada di media sosial. …,5
unknown location,anna rohanah,Rekreasi paling top di kabupaten pesisir barat jajanan yg murah meriah sore hari lebih ramai pengunjung yg rata2 ingin melihat sunset. Pantainya indaaah,3
unknown location,Satria Novan,Acara Pelepasan Wiyata Bhakti PGRI @GSG Selalaw,5
unknown location,Dang Firman,"tempat yang bagus, namun sayang kini ada bangunan yang menjorok ke tepi laut sehingga memutus garis pantainya, tak seindah dulu, ulah manusia yang tidak memiliki seni dan dibiarkan merusak dengan alasan seni",5
unknown location,RAISHA Putri,Pantai labuhan jukung oke...tempat wisata di KRUI...,5
unknown location,Heri Rz Junior,"Keren, hanya kurang perawatan saja",5
unknown location,Dewi Anggraini,Rekomendasi banget buat yang pengen liburan,5
unknown location,Andrereza Medya,Masya Allah... Indah banget pemandangannya,5
unknown location,Irwan Rusmawan,"Sangat nyaman dengan fasilitas yg cukup bagi para traveler , harga terjangkau
Utk masalah makan terjangkau dan dapat diakses melalui jalan kaki atau motor",5
unknown location,fotonya_ bagus,Tempat enak buat santuy,5
unknown location,Artha Shafira,Tempat nya bagus sesuai dengan yang ada di sosial media dan cocok untuk menikmati sunset. Terlihat cukup ramai pengunjung di sore hari.,5
unknown location,Anton Kurniawan,Labuhan jukung Krui... Asyiknya bawa keluarga tuk liburan....,5
unknown location,Indriyani Lahmi,"Pantai Labuhan Jukung, icon wisata khas kota Krui, Pesisir Barat, Lampung.
Belum ke Krui kalau belum ke labju (Labuhan Jukung).",5
unknown location,Herry Gumay,"Kebijakan bodoh,  yang mengatur mobil tidak boleh masuk ke pinggiran pantai,  sedangkan lokasi nya luas,  mikir nggak kalo orang orang bawa bekal mau makan gimana????",1
unknown location,Agus Susanto,Krui labuhan jukung aman mantap,5
unknown location,Fenny Agustiani,Pantainya masih alami... Lebih baik berkunjung pada saat bukan hari libur... Krn akan lebih berkesan... Pantai serasa milik pribadi..,5
unknown location,DIDOTS OffiCial,Lumayan sih keren,5
unknown location,erson harid,Tempat ini aman dikunjungi sbgai tmpat berwisata dan indah lihat deburan ombaknya. Lebih2 kalau saat2 libur sangat ramai dikunjungi,5
unknown location,Bidadari Syurga chanel,"Tempat wisata murah meriah dg pesona laut yang indah, dan nyaman....  Bs minum es kelapa sambil melihat deburan ombak langsung....",5
unknown location,Ratna Eka Sari,"Ombak nya gede nih, pemandangannya bagus banget, rame yg berkunjung menikmati sunset sembari minum es kelapa muda",5
unknown location,heri santosa,Labuhan jukung ( krui beach ) adalah salah satu tempat rekreasi pantai daerah pesisir barat yang sangat bagus untuk dikunjungi untuk menikmati pesona pantai dan diantara keunggulan yakni cocok bagi perenang dan selancar..,3
unknown location,Ato Reyna,"Pantai bagus, sangat aman tidak banyak pungutan",5
unknown location,Chris Nurseto,"Banyak calonya, pantai kek tempat pembuangan sampah, ini pantai apa pasar wkwkwkwk
Ga rekomwndet lah",1
unknown location,hadi riyanto,"Pantai bersih, ombak bersahabat",5
unknown location,Ricky Pratama SP,"Sunset nya luar biasa indah, pantai nya bersih.. ombak nya bagus.. dan sekitar pantai menyajikan aneka jajanan pasar..",5
unknown location,Elisya Jaya,Tempat yg indah menyaksikan pergantian waktu,5
unknown location,De emperor,"penuh kenangan, penuh cinta dan kasih sayang, bahagia melihatmu bermain ditepian pantai, letih aku menjagamu bermain main, namun hati ini puas karna senyum tawa bahagia mu adalah yg ku harapkan, …",4
unknown location,Owen Alpino,"pantainya bagus sekali, bisa nulis nama pasangaan🌊 …",5
unknown location,Bernhard Sukoco,"Ombaknya bagus, sayang sekali tidak ada fasilitas umum seperti toilet, ada tapi ga bs dipakai...",3
unknown location,Dady Kis,Pernah kesini dengan jarak yg lumayan jauh dari rumah saya dan all hasil tidak mengecewakan sangat bagus,5
unknown location,Undang Yuyun,"Pantainya indah banget pengen ke sini lagi,,,,",5
unknown location,Ian Cavalera,Nyaman dan aman..,5
unknown location,Rahmat Rifa'i,tempat nya enak buat nongkrong dan buat mandi juga rame jajanan tpi dipinggir lautnya lumayan banyak sampah kayu,4
unknown location,Farid Hambali,"Overall the best, dan akses untuk masuk bayarnya murah gak mahal, kakak saya pernah kemari tahun 2015 untuk tanam pohon cemara",5
unknown location,Rika Agustin,"bagus ada pondok2nya , cuma sayang masih ada sampah berserakan d deket tepian, tp ga banyak koq 🥰🥰🥰 …",4
unknown location,Khanza aulia Zhafira,Ga pernah bosan tiap tahun kesini. Klo di kelola dgn baik. Pasti bisa seindah Bali. Krn pantainya ga kalah keren dgn Bali. Cuma fasilitasnya msh minim,5
unknown location,Rony PS,"Salah satu spot terbaik di lampung, sunset",5
unknown location,ahmad zamroni (ZAMRONI),Seru ombak pantainya guuuede,5
unknown location,Mas Ran,"Ok lahbwt anak muda,, dan anak kecil pun seneng ,,, cuman tpt nya agak kotor terutama pingir pantai byk sampah,,,.  🙏🙏🙏 …",4
unknown location,rivalzee,"INDAH LOGISTIK CARGO CABANG KRUI
DARAT - LAUT - UDARA - TRUCKING - CITY COURIER - LOKOMOTIF",5
unknown location,Amelia 2 Guest House,Pantai di krui yang menjadi tempat berselancar,5
unknown location,Komariah,"Pantainya bagusss, pasirnya bersihh, tapi agak berantakan aja bagian atasnya dikittt. Tapi bagus kok, recomended 👌👌👌👌 …",4
unknown location,Angga Ekaputra,Tempat spot sunset keren..,5
unknown location,Cepy Sampurno (C. E. O),Pantai bagus tapi sayang banyak sampah kurangnya perhatian pengelola saat hari2 besar,3
unknown location,jibran kersik,Sebelum nya saya minta maaf . Menurut saya pantai nya bagus tapi masih ada sampah dipinggiran pantai. Trus masuk nya bayar enak kalo bayar fasilitas nya lengkap.,3
unknown location,Siti Nurul Awaliyah,Wisata alam dan sejarah,4
unknown location,titenze tv,Tempat yg nyaman untuk berlibur.. Tapi sayang banyak fasilitas publik yg rusak.. Apalagi kalau malam hari gelap gulita.. Tidak disarankan pergi malam hari... Sangat gelap,5
unknown location,Andreas Sumantri,Pantai dengan view terbaik,5
unknown location,Tandri Mahardika Hendriana,"Pantainya masih asri, sampah jg saya liat tidak ada.
Namun sayang tulisan ""Labuhan Jukung Krui"" nya sudah ada yg hilang beberapa hurufnya",5
unknown location,Fachrezi Alfrian Nugraha,"Keindahan alam yang bagus untuk dinikmati, sampah tidak menumpuk (ada, walaupun sedikit) tetap jaga kebersihan dimanapun kita berada",5
unknown location,Arief,"Pantainya luar biasa indah. Ditambah lagi dengan gugusan pasir putih disepanjang pantai.
Cocok banget buat liburan bareng si dia 🥰 …",5
unknown location,Amalia Erisa28,"Pantai yang bagus cuma kurang perhatian dari pemda stempat,, bnyak pasilitas yang tidak terawat,, dan sampah masih bnyak sepanjang panrai",4
unknown location,Misbah_graphic Design,"Bersih, lebih tertata untuk area pedagang, bisa beli ikan murah kalo nelayan balik cari ikan 😅 …",5
unknown location,Taufiq Hidayat,T4 wisata pantai yg indah..sllu mnyempatkn utk datang bila sedang pulkam..krn jarak yg sangat dekat dr rumah..yg hanya dg brjln kaki,5
unknown location,Kartika Keisya,Jangan ditanya pantai yg satu ini pehh uapikkk tenan ombaknya besar jdi banyak turis yg berselancar disini. Jangan lupa dtng kelabuhan jukung,5
unknown location,Galuh Ayuningtyas,"Great, tapi butuh perawatan yg lebih. Dan untuk para wisatawan, kita saling menjaga kebersihan di setiap lokasi wisata",5
unknown location,Yoan fatih,Sayang sekali lampu lampunya banyak yang mati jadi kesan indah nya pantai pada malam hari hilang,5
unknown location,Agung Mudjie,Bersih dan Menarik,4
unknown location,Reffy Elsa Revanda,Ombaknya mantab buat surfing 👍👍 …,5
unknown location,Eja Official,Pantainya masih alami.. cuma masih harus ada perhatian lagi dari pemkot setempat biar lebih indah di sekitar pantai,5
unknown location,Andika Yudi,"Bagus, masih perlu perawatan. Banyak sampah2 yg kurang enak di pandang.",4
unknown location,Zuki Rama,Lumayan bagus untuk tempat nokrong ataupun tempat istirahat bagi anda yang sedang perjalanan via lintas barat Sumatera.,4
unknown location,Zobi Harika,Selalu gak ketinggalan mudik lanjut kesini,5
unknown location,Atika Situmorang,Krui punya cerita❣️👍🏼😅 …,5
unknown location,Sindy Santika,"Tempat yg sgt tepat untuk berwisata krna pemndangn yg indah dan pantai yg bersih,bhkn cocok untuk parawisatawan untuk yg suka surfing,,",5
unknown location,joel senovgi,Perlu di tata lebih baik lagi dan perlu adanya petugas kebersihan dan jg perlu kesadaran pengunjung dalam menjaga kebersihan t4 ini,4
unknown location,Hamdan Pranata,Dateng sendiri baru tau hasilnya  wkwk,5
unknown location,W S,Lagi berbenah,5
unknown location,Toni Tebo,Suatu kenangan yg sangat indah dan pahit,4
unknown location,wiyono mulyono,"Tempat bersih, nyaman, tempat parkir kendaraan luas. Untuk tempat rekreasi dimasa liburan sangat tepat sekali.",5
unknown location,Hendra Hungkul,"Tempatnya indah didukung oleh Masyarakatnya welcame
Dan dinamis",5
unknown location,M.Saad Ujang,"Buat yg hobby berselancar, disini recomended banget kok, terbukti banyak wisatawan asing yg sedang bermain ria..",4
unknown location,Birgita weni,Tempat bagus tapi sayang kamar mandi nya belum begitu bersih masi kotor dan kadang airnya tidak ada😊 …,4
unknown location,Exo Rehan,Indah tapi kurang terawat,5
unknown location,Ezra,"Suasana ramai, banyak nelayan hilir mudik membawa ikan. Pantainya indah hanya kotor.",5
unknown location,Fairuz Axioma,"Pemerintah kabupaten harusnya lebih merawat lagi tempat ini, pemkab jangan cuna bisa membangun  tanpa merawat, kecewaa",2
unknown location,emi fitriani,Bagus banget,5
unknown location,Nadia Allycia putri,"Pantai nya bersih
Ombak nya Tinggi²
Pokok really the best😊👌
Pengen ke sana lagi deh☺️😼 …",5
unknown location,Lulu'ul Mahmudah,"kurang tertata rapih dan kotor,  banyak berserakan sampah,  perlu perbaikan huruf di tulisan labuhan jukung krui",3
unknown location,Arief Syahrizal,"Rame, pantainya bagus tapi agak kotor, pas buat mandi, taoi hati² banyak anak alay",3
unknown location,Sony Handsome,Pemandangan yg indah dan deburan ombaknya yg besar pokoknya ga nyesel pergi jauh² kekrui,5
unknown location,Achmad Riza Ariesta,"Mantab suasanya asik, masih perlua ada pembenagan instansi terkait, sebab salah satu objek wisata krui",4
unknown location,Jason SE,"Bagus u plesiran pantai, bs main surfing bagi pemula sbb ombak tdk begitu besar",4
unknown location,Ambrosius Brian,Potensi alam bagus sekali pantai dengan pasir putih..harusnya fasilitas ditingkatkan,4
unknown location,Edy Suseno (Boss Eds),Suasana pantai yg indah,4
unknown location,Uni Yeni,"T4 nya sejuk, byk pilihan kuliner",5
unknown location,Muhamad sukron,Pantainya bersih pokonya nyaman bawa anak..so kalian wajib datang kesini,5
unknown location,Ogi Grt,"Seru sekali, pantai alami.",5
unknown location,Yuda Wahyuda,"buat ngadem, minum es dugan.
nunggu sunset",5
unknown location,Kejeduk Tembok,Pantai yang cocok untuk surfing dengan ombak tertinggi pada bulan Juni - Juli. View sunset yang indah..,4
unknown location,budi setiadi,"Abandon Beach....kotor n gak terawat, banyak fasilitas yang rusak......sayang sekali.....sebuah tempat yang cantik tapi tak terawat.....",1
unknown location,Alex Saputra,"Tempat wisata rekreasi yang sangat cocok untuk kluarga, anak anak dan remaja. bisa menyaksikan sun rise yang indah",5
unknown location,Jasad Renik,bagus baget dan sangat langka. setiap ada ombak yang cukup besar akan menyala warna biru.,5
unknown location,Nur Mey Hidayah,Pantai yg bagus dan indah,5
unknown location,Ajoya Kahaluan,Di sini adalah tempat ku tinggal dan bermain,5
unknown location,sudarmono semoro,Bagus tempat wisata,5
unknown location,Bella Agustina,"Sangat indah.
Tidak usah jauh2  k bali..k lampuung aja udh seperti  bali..bangus sekali",5
unknown location,meryossa,"Pantai nya bagus dan cantik bangett, kulinernya nya banyak dan harga2 nya terjangkau 👍 …",5
unknown location,Pandar Lisman,"Labju, begitu anak muda sekarang menyebutnya.",5
unknown location,ahmad sofani,keren apalagi pas sunset,5
unknown location,Wahid Nur Cahyanto,Pantai yang selalu dinantikan kapan pun,5
unknown location,Gheza trinadiya,Bagus buat nenangin diri,5
unknown location,Yunita Hatim,"Pantai labuhan jukung bagus banget, banyak bulek nya, klo mau surfing pas bngt",5
unknown location,Arif Rahman,"Karan mempunyai tempat yg indah dan banyak pemandangan,
Dan bnyak di kunjungi oleh orang2. Mau oun itu di luar negrui",4
unknown location,Isman Priatna,Pantai dgn pasir putih yg sangat indah.  Dan cocok bagi peselancar karna ombak yg cukup besar,5
unknown location,Muhammad abil Fidahasani,"Pantai labuhan jukung distinasi wisata ungulan kab pesisir barat, ada kotek losmen, turis center, sekolah, repayer papan surfing dll",3
unknown location,Bengkulu Kito,Kampung bule ada disini,5
unknown location,Uwanono channel,"Sangat indah, dgn suasana yg masih sangat alami. Kelapa muda dgn rasa yg sangat manis dan kopi yg amat mantap...",5
unknown location,Surya Alam,Pantai nya lumayan bersih perlu pengelolaan yg lebih baik,5
unknown location,Halim Wimardi,Pemandanganya sangat alami...,5
unknown location,Denny Wawai,Bersih . Sedikit sampah. Wisata murah,5
unknown location,Lekat Tambat,Pantai dan ombak yang indah,5
unknown location,Pulampas 89,pantai yg cukup bagus di salah satu lokasi wisata lampung barat,5
unknown location,Tarmizi Muhammad,"Waktu yang memisahkan,sampai jumpa lagi",5
unknown location,Andi Sunang,Tempat ny bagus .,4
unknown location,Mahfuzh Ghazi,"subhanalloh, Kenikmatan mana saja yang kau dustakan",5
unknown location,Kang Jhooe,Pantainya lumayan.. cuma masih banyak yang perlu ditingkatkan.. insfrastrukturnya lah,4
unknown location,Aray Rocket,"Pantainya amat indah, menawan, mempesona, bikin pengen kesitu lagi ❤❤👍👍 …",5
unknown location,Putra Lpg,"Tempat wisata nya menarik, pasilitas cukup bagus",4
unknown location,Robi MarisaPutra,Pantai nya bagus,5
unknown location,si yuyun,"Icon pantai dikrui...
Klo ke pantai gx mampir...ke labuhan jukung gak lengkap rasanya ...",5
unknown location,Mhd Ikhwan,Pantai yang bagus,5
unknown location,Robby Riani,bisa lihat sunset yang cakep banget,4
unknown location,Bagas Primawan,Ombak besar menerpa pantai,5
unknown location,Magnalita pane,Tempat indah Dan banyak turis,4
unknown location,Aisya Anindita,Lumayan..tempat santai sambil menikmati kelapa muda di pinggir pantai..nikmat..,5
unknown location,ARIE AWE,"Wisata pantai begitu indah di pagi dan sore hari, bisa main bola...",4
unknown location,Ikhin nugraha,"Salah satu pantai yang paling indah di Indonesia, jangan ngaku travellerr kalau belum berpetualang di pantai yg ada di krui.",5
unknown location,Reto Srisaptono,"Cukup komersil,  sdh ada tiket masuk, kurang humanis",3
unknown location,Ariansyah,Ini merupakan bali nya pulau sumatra..dimana turis atau warga asing berselancar.apalagi pulau pisang nya yang sangat menabjukkan,5
unknown location,Arif Budiman,"Pantai tidak sebersih dulu, fasilitas yg ada juga sudah rusak semua karna tidak diurus.",2
unknown location,M Lia,Ombak sedang tinggi. Sayangnya tulisan Labuhan Jukung sudah rusak. Lingkungan kurang terawat,4
unknown location,Ema Lusida,Pantai yg indah dan bersih,5
unknown location,Meri Mustika,Sangat nyaman dan pemandangan pantai yg sang luar biasa😉 …,5
unknown location,lia safitri,Mantab..  Pantai di pesisir barat pantainya masih alami dan gratis..  😊 kenangan indah …,5
unknown location,Octhasevtiana Octha,"Krui adalah tempat kelahiran saya,pastinya saya suka banget wisata pantai labuhan jukung pantai ny indah dan adem banget.",5
unknown location,Nanang Ardiansyah (Nanang ar),Lokasinya menghadap laut lepas,5
unknown location,bayu andriansyah,Tempat bagus namun butuh perawatan berkala. Papan nama tempat ini sudah sangat butuh perbaikan,4
unknown location,Febrina Emilda,Bagus buat wisatawan n tempatnya sangat sangat keren mantulll,5
unknown location,HM. P4154L,"Lumayan, perlu penataan parkir dan tempat kulinernya",3
